Table Names,Row ID,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Product ID,Category,Sub-Category,Sales,Quantity,Profit,Order Date,Ship Date,Region,Product Name,Discount
Orders_East.xlsx/Orders_East,1682,CA-2015-122882,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,19134,TEC-MA-10004679,Technology,Machines,464,4,-559.356,07-09-15 0:00,13-09-15 0:00,East,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,0.7
Orders_East.xlsx/Orders_East,1686,CA-2018-149489,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,19143,OFF-BI-10002813,Office Supplies,Binders,120,2,-0.99,24-04-18 0:00,27-04-18 0:00,East,Avery Reinforcements for Hole-Punch Pages,0.7
Orders_East.xlsx/Orders_East,1687,CA-2018-149489,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,19143,OFF-BI-10002414,Office Supplies,Binders,238,2,-5.7638,24-04-18 0:00,27-04-18 0:00,East,GBC ProClick Spines for 32-Hole Punch,0.7
Orders_East.xlsx/Orders_East,1706,CA-2016-100545,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Philadelphia,Pennsylvania,19120,OFF-BI-10003638,Office Supplies,Binders,357,2,-9.288,22-11-16 0:00,26-11-16 0:00,East,GBC Durable Plastic Covers,0.7
Orders_East.xlsx/Orders_East,1803,CA-2018-158379,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Philadelphia,Pennsylvania,19134,OFF-BI-10002498,Office Supplies,Binders,45,1,-4.2987,22-09-18 0:00,26-09-18 0:00,East,Clear Mylar Reinforcing Strips,0.7
Orders_East.xlsx/Orders_East,1992,CA-2018-111374,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Philadelphia,Pennsylvania,19134,OFF-BI-10004970,Office Supplies,Binders,35,4,-3.7996,24-02-18 0:00,28-02-18 0:00,East,"ACCOHIDE 3-Ring Binder, Blue, 1""",0.7
Orders_East.xlsx/Orders_East,2050,CA-2016-142237,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,OFF-BI-10004022,Office Supplies,Binders,90,3,-2.0016,11-07-16 0:00,13-07-16 0:00,East,Acco Suede Grain Vinyl Round Ring Binder,0.7
Orders_East.xlsx/Orders_East,2051,CA-2016-142237,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,OFF-BI-10003669,Office Supplies,Binders,480,4,-4.752,11-07-16 0:00,13-07-16 0:00,East,3M Organizer Strips,0.7
Orders_East.xlsx/Orders_East,2071,CA-2017-146521,Second Class,CC-12610,Corey Catlett,Corporate,United States,Philadelphia,Pennsylvania,19134,OFF-BI-10000301,Office Supplies,Binders,1071,1,-1.294,21-07-17 0:00,23-07-17 0:00,East,GBC Instant Report Kit,0.7
Orders_East.xlsx/Orders_East,2134,CA-2016-122210,Standard Class,WB-21850,William Brown,Consumer,United States,Philadelphia,Pennsylvania,19134,OFF-BI-10003656,Office Supplies,Binders,177,3,-122.3928,30-11-16 0:00,04-12-16 0:00,East,Fellowes PB200 Plastic Comb Binding Machine,0.7
Orders_East.xlsx/Orders_East,2147,US-2017-152051,Standard Class,TS-21160,Theresa Swint,Corporate,United States,York,Pennsylvania,17403,OFF-BI-10004781,Office Supplies,Binders,38.08,4,-27.9312,25-06-17 0:00,29-06-17 0:00,East,GBC Wire Binding Strips,0.7
Orders_East.xlsx/Orders_East,2363,CA-2018-136497,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Columbus,Ohio,43229,OFF-BI-10001553,Office Supplies,Binders,13.71,5,-10.054,16-04-18 0:00,20-04-18 0:00,East,SpineVue Locking Slant-D Ring Binders by Cardinal,0.7
Orders_East.xlsx/Orders_East,2377,US-2015-164616,Second Class,MS-17770,Maxwell Schwartz,Consumer,United States,Columbus,Ohio,43229,OFF-BI-10001718,Office Supplies,Binders,76.77,4,-58.8616,19-08-15 0:00,21-08-15 0:00,East,GBC DocuBind P50 Personal Binding Machine,0.7
Orders_East.xlsx/Orders_East,2425,US-2018-147669,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014,OFF-BI-10000632,Office Supplies,Binders,13.02,1,-10.4184,25-12-18 0:00,30-12-18 0:00,East,Satellite Sectional Post Binders,0.7
Orders_East.xlsx/Orders_East,2629,US-2018-165344,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,TEC-MA-10002210,Technology,Machines,652.99,7,-935.9595,13-11-18 0:00,15-11-18 0:00,East,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,0.7
Orders_East.xlsx/Orders_East,2630,US-2018-165344,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,OFF-BI-10003196,Office Supplies,Binders,11.22,10,-7.48,13-11-18 0:00,15-11-18 0:00,East,Accohide Poly Flexible Ring Binders,0.7
Orders_East.xlsx/Orders_East,2691,CA-2018-156412,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,19134,OFF-BI-10004364,Office Supplies,Binders,5.34,3,-4.455,04-12-18 0:00,08-12-18 0:00,East,Storex Dura Pro Binders,0.7
Orders_East.xlsx/Orders_East,2728,CA-2018-119193,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,43615,OFF-BI-10000848,Office Supplies,Binders,1.64,1,-1.3128,22-12-18 0:00,24-12-18 0:00,East,Angle-D Ring Binders,0.7
Orders_East.xlsx/Orders_East,2764,CA-2018-165757,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,19140,OFF-BI-10003166,Office Supplies,Binders,10.33,3,-7.5768,22-06-18 0:00,28-06-18 0:00,East,GBC Plasticlear Binding Covers,0.7
Orders_East.xlsx/Orders_East,2765,CA-2018-165757,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,19140,OFF-BI-10003982,Office Supplies,Binders,31.15,5,-23.8855,22-06-18 0:00,28-06-18 0:00,East,Wilson Jones Century Plastic Molded Ring Binders,0.7
Orders_East.xlsx/Orders_East,2958,CA-2018-168900,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Springfield,Ohio,45503,OFF-BI-10003910,Office Supplies,Binders,2.31,1,-1.9275,04-05-18 0:00,09-05-18 0:00,East,DXL Angle-View Binders with Locking Rings by Samsill,0.7
Orders_East.xlsx/Orders_East,3000,CA-2015-138317,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120,TEC-MA-10004521,Technology,Machines,206.99,3,-172.4925,21-06-15 0:00,25-06-15 0:00,East,Epson Perfection V600 Photo Scanner,0.7
Orders_East.xlsx/Orders_East,3002,CA-2015-138317,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120,OFF-BI-10000069,Office Supplies,Binders,9,2,-7.2048,21-06-15 0:00,25-06-15 0:00,East,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",0.7
Orders_East.xlsx/Orders_East,3104,CA-2017-124562,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Ohio,43229,OFF-BI-10001267,Office Supplies,Binders,12.95,7,-9.5018,08-12-17 0:00,12-12-17 0:00,East,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",0.7
Orders_East.xlsx/Orders_East,3152,CA-2016-147830,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,TEC-MA-10000418,Technology,Machines,1799.99,2,-2639.9912,15-12-16 0:00,18-12-16 0:00,East,Cubify CubeX 3D Printer Double Head Print,0.7
Orders_East.xlsx/Orders_East,3285,CA-2015-103702,Standard Class,AF-10885,Art Foster,Consumer,United States,Fairfield,Ohio,45014,OFF-BI-10002429,Office Supplies,Binders,63.92,7,-46.8776,12-09-15 0:00,17-09-15 0:00,East,"Premier Elliptical Ring Binder, Black",0.7
Orders_East.xlsx/Orders_East,3300,US-2015-159926,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,OFF-BI-10003656,Office Supplies,Binders,50.99,1,-40.7976,18-11-15 0:00,22-11-15 0:00,East,Fellowes PB200 Plastic Comb Binding Machine,0.7
Orders_East.xlsx/Orders_East,3304,US-2015-159926,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,OFF-BI-10004656,Office Supplies,Binders,1.94,3,-1.4256,18-11-15 0:00,22-11-15 0:00,East,Peel & Stick Add-On Corner Pockets,0.7
Orders_East.xlsx/Orders_East,3408,US-2015-150119,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Columbus,Ohio,43229,OFF-BI-10000145,Office Supplies,Binders,7.48,8,-5.2416,23-04-15 0:00,27-04-15 0:00,East,Zipper Ring Binder Pockets,0.7
Orders_East.xlsx/Orders_East,3459,CA-2018-136448,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,Philadelphia,Pennsylvania,19143,OFF-BI-10002393,Office Supplies,Binders,3.44,2,-2.7552,16-09-18 0:00,18-09-18 0:00,East,Binder Posts,0.7
Orders_East.xlsx/Orders_East,3460,CA-2018-136448,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,Philadelphia,Pennsylvania,19143,OFF-BI-10001359,Office Supplies,Binders,538.19,2,-412.6154,16-09-18 0:00,18-09-18 0:00,East,GBC DocuBind TL300 Electric Binding System,0.7
Orders_East.xlsx/Orders_East,3554,CA-2018-107832,Second Class,FH-14275,Frank Hawley,Corporate,United States,Philadelphia,Pennsylvania,19120,OFF-BI-10001658,Office Supplies,Binders,7.47,1,-5.9808,23-11-18 0:00,26-11-18 0:00,East,GBC Standard Therm-A-Bind Covers,0.7
Orders_East.xlsx/Orders_East,3562,CA-2018-109757,Second Class,MD-17350,Maribeth Dona,Consumer,United States,Akron,Ohio,44312,OFF-BI-10004001,Office Supplies,Binders,25.55,5,-20.448,04-09-18 0:00,09-09-18 0:00,East,GBC Recycled VeloBinder Covers,0.7
Orders_East.xlsx/Orders_East,3563,CA-2018-109757,Second Class,MD-17350,Maribeth Dona,Consumer,United States,Akron,Ohio,44312,OFF-BI-10001634,Office Supplies,Binders,4.36,2,-3.0576,04-09-18 0:00,09-09-18 0:00,East,Wilson Jones Active Use Binders,0.7
Orders_East.xlsx/Orders_East,3594,CA-2017-164154,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Toledo,Ohio,43615,OFF-BI-10001658,Office Supplies,Binders,22.42,3,-17.9424,11-09-17 0:00,17-09-17 0:00,East,GBC Standard Therm-A-Bind Covers,0.7
Orders_East.xlsx/Orders_East,3617,CA-2017-154536,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Philadelphia,Pennsylvania,19120,OFF-BI-10004410,Office Supplies,Binders,9.55,5,-7.3255,05-09-17 0:00,09-09-17 0:00,East,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",0.7
Orders_East.xlsx/Orders_East,3642,CA-2017-145177,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,OFF-BI-10002082,Office Supplies,Binders,69.88,7,-46.592,10-11-17 0:00,14-11-17 0:00,East,GBC Twin Loop Wire Binding Elements,0.7
Orders_East.xlsx/Orders_East,3674,CA-2017-104969,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Troy,Ohio,45373,OFF-BI-10004224,Office Supplies,Binders,121.1,6,-100.92,08-04-17 0:00,14-04-17 0:00,East,Catalog Binders with Expanding Posts,0.7
Orders_East.xlsx/Orders_East,3786,CA-2018-112487,Standard Class,TC-21535,Tracy Collins,Home Office,United States,Columbus,Ohio,43229,OFF-BI-10000494,Office Supplies,Binders,3.13,2,-2.61,26-12-18 0:00,30-12-18 0:00,East,Acco Economy Flexible Poly Round Ring Binder,0.7
Orders_East.xlsx/Orders_East,3792,CA-2016-111325,First Class,BT-11395,Bill Tyler,Corporate,United States,Altoona,Pennsylvania,16602,OFF-BI-10000343,Office Supplies,Binders,4.41,3,-3.3879,27-02-16 0:00,28-02-16 0:00,East,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",0.7
Orders_East.xlsx/Orders_East,3906,CA-2016-167010,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,OFF-BI-10002072,Office Supplies,Binders,10.42,4,-6.952,05-04-16 0:00,10-04-16 0:00,East,Cardinal Slant-D Ring Binders,0.7
Orders_East.xlsx/Orders_East,4035,US-2017-108777,Same Day,JM-15655,Jim Mitchum,Corporate,United States,Lorain,Ohio,44052,OFF-BI-10003982,Office Supplies,Binders,18.69,3,-14.3313,12-12-17 0:00,12-12-17 0:00,East,Wilson Jones Century Plastic Molded Ring Binders,0.7
Orders_East.xlsx/Orders_East,4158,CA-2016-101091,Second Class,SW-20245,Scot Wooten,Consumer,United States,Philadelphia,Pennsylvania,19140,OFF-BI-10001107,Office Supplies,Binders,26.06,6,-19.9824,05-12-16 0:00,09-12-16 0:00,East,"GBC White Gloss Covers, Plain Front",0.7
Orders_East.xlsx/Orders_East,4199,US-2017-161683,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Philadelphia,Pennsylvania,19134,OFF-BI-10001072,Office Supplies,Binders,18.19,4,-14.5536,03-12-17 0:00,08-12-17 0:00,East,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",0.7
Orders_East.xlsx/Orders_East,4264,CA-2018-110429,Standard Class,DM-13015,Darrin Martin,Consumer,United States,Philadelphia,Pennsylvania,19143,OFF-BI-10000216,Office Supplies,Binders,11.67,3,-7.782,03-11-18 0:00,08-11-18 0:00,East,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",0.7
Orders_East.xlsx/Orders_East,4322,US-2016-147662,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312,OFF-BI-10001658,Office Supplies,Binders,14.95,2,-11.9616,14-02-16 0:00,19-02-16 0:00,East,GBC Standard Therm-A-Bind Covers,0.7
Orders_East.xlsx/Orders_East,4324,US-2016-147662,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312,OFF-BI-10002160,Office Supplies,Binders,2.28,2,-1.6764,14-02-16 0:00,19-02-16 0:00,East,Acco Hanging Data Binders,0.7
Orders_East.xlsx/Orders_East,4396,CA-2015-142965,Same Day,SW-20245,Scot Wooten,Consumer,United States,Springfield,Ohio,45503,OFF-BI-10000977,Office Supplies,Binders,27.35,3,-21.888,20-07-15 0:00,20-07-15 0:00,East,Ibico Plastic Spiral Binding Combs,0.7
Orders_East.xlsx/Orders_East,4420,CA-2015-139633,Standard Class,EC-14050,Erin Creighton,Consumer,United States,Columbus,Ohio,43229,OFF-BI-10002954,Office Supplies,Binders,5.48,4,-4.0216,17-12-15 0:00,24-12-15 0:00,East,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,0.7
Orders_East.xlsx/Orders_East,4498,CA-2018-155075,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Philadelphia,Pennsylvania,19140,OFF-BI-10003650,Office Supplies,Binders,631.17,4,-462.8624,02-12-18 0:00,09-12-18 0:00,East,GBC DocuBind 300 Electric Binding Machine,0.7
Orders_East.xlsx/Orders_East,4686,CA-2017-159912,Standard Class,GB-14530,George Bell,Corporate,United States,Philadelphia,Pennsylvania,19120,OFF-BI-10002071,Office Supplies,Binders,3.48,2,-2.7888,29-08-17 0:00,03-09-17 0:00,East,Fellowes Black Plastic Comb Bindings,0.7
Orders_East.xlsx/Orders_East,4689,US-2018-154851,Standard Class,BP-11155,Becky Pak,Consumer,United States,Lancaster,Pennsylvania,17602,OFF-BI-10001525,Office Supplies,Binders,5.71,5,-4.7625,30-03-18 0:00,03-04-18 0:00,East,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",0.7
Orders_East.xlsx/Orders_East,4712,CA-2015-112403,Same Day,JO-15280,Jas O'Carroll,Consumer,United States,Philadelphia,Pennsylvania,19120,OFF-BI-10003529,Office Supplies,Binders,0.85,1,-0.5964,31-03-15 0:00,31-03-15 0:00,East,Avery Round Ring Poly Binders,0.7
